income_1999,income_2001,income_2003,income_2005,income_2007,income_2009,consumption_1999,consumption_2001,consumption_2003,consumption_2005,consumption_2007,consumption_2009,wealth_1999,wealth_2001,wealth_2003,wealth_2005,wealth_2007,wealth_2009,age_1999,age_2001,age_2003,age_2005,age_2007,age_2009
-0.3355715,-0.3904774,-0.2595055,-0.0017359,-0.1961213,-0.2085609,-0.3065767,-0.2758455,-0.2181921,-0.075511,0.2883922,-0.2520773,-0.3065767,-0.2758455,-0.2181921,-0.075511,0.2883922,-0.2520773,38,40,42,44,46,48
-0.0747116,-0.0777757,-0.1215208,0.0268309,-0.0593641,0.0534556,-0.3002956,-0.2698395,-0.178117,0.3029297,0.2770832,-0.3496735,-0.3002956,-0.2698395,-0.178117,0.3029297,0.2770832,-0.3496735,40,42,44,46,48,50
-0.853744,-0.644209,-0.7928299,-0.4908392,-0.5045922,-0.555916,-0.694865,-0.2057168,-1.020262,-0.2303095,-0.7505636,-0.7590857,-0.694865,-0.2057168,-1.020262,-0.2303095,-0.7505636,-0.7590857,41,43,45,47,49,51
-0.0998739,0.331412,-0.1406252,-0.0281857,-0.4987133,-0.2767923,-0.4985443,-0.2166652,-0.3424423,-0.1513443,0.3858423,0.086544,-0.4985443,-0.2166652,-0.3424423,-0.1513443,0.3858423,0.086544,50,52,54,56,58,60
-0.31502,-0.3342079,-0.6198869,-0.5633436,-0.2637678,-0.5118499,-0.3602786,0.5573163,-0.1220223,-0.1045567,-0.1161162,-0.1745506,-0.3602786,0.5573163,-0.1220223,-0.1045567,-0.1161162,-0.1745506,30,32,34,36,38,40
0.9272084,0.6435991,0.9786772,1.440686,1.018356,0.7412857,0.7133399,0.3671261,0.8230258,0.8524857,0.3981562,0.0772305,0.7133399,0.3671261,0.8230258,0.8524857,0.3981562,0.0772305,50,52,54,56,58,60
0.9266706,1.034871,0.9597096,1.035743,1.110642,1.160394,-0.200697,0.7134169,0.5824612,0.5455559,0.5843734,0.2594966,-0.200697,0.7134169,0.5824612,0.5455559,0.5843734,0.2594966,46,48,50,52,54,56
-0.1565087,-0.0861905,-0.145255,-0.113818,0.0849287,0.019168,-0.6132866,-0.2914006,-0.3755883,-0.2982282,-0.1860599,-0.1303891,-0.6132866,-0.2914006,-0.3755883,-0.2982282,-0.1860599,-0.1303891,38,40,42,44,46,48
-0.2501709,-0.3891603,-0.3683664,-0.1303236,-0.341345,-0.338113,-0.201232,-0.1783267,-0.1577874,-0.2327872,0.2057237,0.3234452,-0.201232,-0.1783267,-0.1577874,-0.2327872,0.2057237,0.3234452,37,39,41,43,45,47
-0.8041198,-0.4452617,-0.2158926,-0.3919714,0.7455046,0.431803,-0.4283625,-0.4287525,0.1099323,0.1336492,0.1764759,0.1491957,-0.4283625,-0.4287525,0.1099323,0.1336492,0.1764759,0.1491957,34,36,38,40,42,44
0.1958329,-0.2267984,-0.0069583,-0.3067153,0.2599293,-0.3166564,-0.6419194,-0.0517514,-0.220526,-0.0422378,0.2123344,0.076103,-0.6419194,-0.0517514,-0.220526,-0.0422378,0.2123344,0.076103,33,35,37,39,41,43
0.5340567,0.6614724,0.7496703,0.6386111,0.441967,0.7380917,0.0385171,0.066826,0.1303483,0.3642512,0.4496993,0.4897918,0.0385171,0.066826,0.1303483,0.3642512,0.4496993,0.4897918,42,44,46,48,50,52
-0.0355229,0.0199189,-0.6703172,-0.1746917,-0.1302752,0.1457133,0.722002,1.14855,1.042795,1.136271,1.32334,1.162526,0.722002,1.14855,1.042795,1.136271,1.32334,1.162526,39,41,43,45,47,49
0.024671,-0.0193067,-0.1604532,0.1540745,0.1391628,-0.1902458,-0.2846667,-0.1289908,0.0244593,0.1321179,0.5260858,0.0642261,-0.2846667,-0.1289908,0.0244593,0.1321179,0.5260858,0.0642261,47,49,51,53,55,57
-0.9064648,-0.9205552,-0.955556,0.4684876,-0.5130224,0.6480534,0.3704249,0.4539703,0.3364128,0.4769072,0.5178142,0.7160441,0.3704249,0.4539703,0.3364128,0.4769072,0.5178142,0.7160441,47,49,51,53,55,57
0.1563309,-0.4502231,-0.2062857,-0.327449,-0.2060968,-0.353141,-0.4471528,-0.244332,-0.1398341,0.0512412,0.1299231,-0.0206573,-0.4471528,-0.244332,-0.1398341,0.0512412,0.1299231,-0.0206573,46,48,50,52,54,56
-0.736204,0.137706,0.3282959,0.2068243,0.0065334,0.0568445,-0.4956249,-0.4749902,0.0195538,0.2458681,0.4319051,0.2732881,-0.4956249,-0.4749902,0.0195538,0.2458681,0.4319051,0.2732881,26,28,30,32,34,36
-0.0438751,-0.2519887,-0.1580202,-0.2618973,-0.1627729,-0.3120994,-0.4248681,-0.3369901,-0.5274206,-0.0958238,-0.3305939,0.4692226,-0.4248681,-0.3369901,-0.5274206,-0.0958238,-0.3305939,0.4692226,45,47,49,51,53,55
0.1291206,-0.9213555,-0.6973528,0.1873632,0.413178,0.5861517,-0.6884733,-0.6481701,0.0097621,0.388697,0.4806722,0.1449407,-0.6884733,-0.6481701,0.0097621,0.388697,0.4806722,0.1449407,30,32,34,36,38,40
0.2562853,0.5213724,0.1099552,0.2014538,0.4422347,0.5043074,-0.6407583,-0.6364206,-0.5633903,-0.1603876,0.0715116,0.1755269,-0.6407583,-0.6364206,-0.5633903,-0.1603876,0.0715116,0.1755269,27,29,31,33,35,37
0.3621306,-0.385923,0.3542341,-0.2553411,-0.2705053,0.0225601,0.462788,0.0060763,0.088201,0.3784174,0.2357076,0.659452,0.462788,0.0060763,0.088201,0.3784174,0.2357076,0.659452,49,51,53,55,57,59
-0.2809192,-0.091468,-0.0079824,0.0441273,0.002776,-0.0931217,-0.3481284,-0.3433187,-0.3613394,-0.2372263,-0.2922952,-0.2324198,-0.3481284,-0.3433187,-0.3613394,-0.2372263,-0.2922952,-0.2324198,50,52,54,56,58,60
0.2538861,0.4353835,0.4019487,0.4692037,0.7921283,0.4921348,0.7964934,1.098347,1.234807,1.176252,0.3623873,0.030418,0.7964934,1.098347,1.234807,1.176252,0.3623873,0.030418,48,50,52,54,56,58
0.7842131,1.101066,-0.7699636,0.9390771,0.7255895,0.4317274,-0.3891811,0.4230649,0.0966775,0.7558582,0.7158172,0.3534896,-0.3891811,0.4230649,0.0966775,0.7558582,0.7158172,0.3534896,30,32,34,36,38,40
-0.0128677,0.0691687,0.2579522,0.3445735,-0.3209024,-1.162048,-0.5110141,-0.4101547,-0.3063266,-0.2641065,-0.228903,-0.3162347,-0.5110141,-0.4101547,-0.3063266,-0.2641065,-0.228903,-0.3162347,49,51,53,55,57,59
0.6748171,-0.0414877,0.2275162,0.1647139,0.2570496,0.3263412,-0.0376606,0.0101614,0.1182859,0.0817306,0.5299579,0.2961632,-0.0376606,0.0101614,0.1182859,0.0817306,0.5299579,0.2961632,36,38,40,42,44,46
0.4005183,0.324705,-0.1640073,-0.317135,-0.1390526,-0.2048132,-0.376864,-0.2036557,-0.2614351,0.3639767,0.1560433,0.0453513,-0.376864,-0.2036557,-0.2614351,0.3639767,0.1560433,0.0453513,30,32,34,36,38,40
-0.7616752,-0.7719004,-0.3764822,-0.3844536,-0.3588121,-0.57271,-0.9829501,-0.7049645,-0.7315265,-0.4291261,-0.2314198,-0.3949934,-0.9829501,-0.7049645,-0.7315265,-0.4291261,-0.2314198,-0.3949934,44,46,48,50,52,54
-0.1383278,0.0530403,0.1294335,-0.0872811,0.1984616,-0.2127274,0.0203752,0.0762787,0.08875,0.6918058,0.7525046,0.247391,0.0203752,0.0762787,0.08875,0.6918058,0.7525046,0.247391,42,44,46,48,50,52
-0.7970675,-0.0455083,-0.3549565,-0.4947442,-0.0489863,-0.0865764,-0.2495961,-0.2766166,-0.5159011,0.1331258,0.0350995,-0.0764346,-0.2495961,-0.2766166,-0.5159011,0.1331258,0.0350995,-0.0764346,50,52,54,56,58,60
0.3484234,0.5329975,0.4324477,0.5829927,0.6669599,0.1500932,-0.0159316,-0.1096139,-0.1796027,0.0806424,0.0398871,0.0163171,-0.0159316,-0.1096139,-0.1796027,0.0806424,0.0398871,0.0163171,50,52,54,56,58,60
-0.2710026,-0.4368153,-0.610921,-0.0080491,0.0156783,-0.4123746,-0.8027498,-0.1340496,-0.1792652,0.5196688,0.2137892,0.1265881,-0.8027498,-0.1340496,-0.1792652,0.5196688,0.2137892,0.1265881,36,38,40,42,44,46
-0.1947846,-0.0678845,-0.1952183,0.1636871,-0.2623295,0.1292692,-0.0091231,-0.0032929,-0.2340254,0.1700391,0.1642666,0.1382639,-0.0091231,-0.0032929,-0.2340254,0.1700391,0.1642666,0.1382639,45,47,49,51,53,55
-0.103893,0.355758,-0.092056,-0.0721594,-0.1294448,0.0417951,-0.2715375,-0.1121604,-0.2643782,0.1918653,0.1644853,0.2917255,-0.2715375,-0.1121604,-0.2643782,0.1918653,0.1644853,0.2917255,48,50,52,54,56,58
0.1433527,-0.2540815,-0.5579317,-0.0693557,-0.5472696,-0.5678174,-0.2222821,-0.4819956,-0.0350587,0.2510694,0.3084329,0.188413,-0.2222821,-0.4819956,-0.0350587,0.2510694,0.3084329,0.188413,33,35,37,39,41,43
-0.5957894,-0.4954773,-0.5531879,-0.5098081,-0.5031562,-0.4744964,-0.6960294,-0.5454983,-0.3758196,-0.2959532,-0.364139,-0.4372372,-0.6960294,-0.5454983,-0.3758196,-0.2959532,-0.364139,-0.4372372,46,48,50,52,54,56
-0.8560239,-0.8118392,-0.7757302,-0.5891628,-0.7215022,-0.7685205,-0.2949449,-0.2947255,-0.6275331,-0.0890804,-0.1314197,-0.1889583,-0.2949449,-0.2947255,-0.6275331,-0.0890804,-0.1314197,-0.1889583,47,49,51,53,55,57
0.397645,0.3822699,0.3462467,0.3715382,0.4017811,0.3989334,-0.0459753,-0.0139099,0.0550426,0.2512611,0.2272867,0.0458301,-0.0459753,-0.0139099,0.0550426,0.2512611,0.2272867,0.0458301,41,43,45,47,49,51
-0.0677059,0.3063833,0.3977063,0.5732834,0.5017006,0.3993303,-0.161949,-0.1373194,-0.2045728,-0.0573233,-0.0931862,-0.4543084,-0.161949,-0.1373194,-0.2045728,-0.0573233,-0.0931862,-0.4543084,48,50,52,54,56,58
0.1044478,0.1325382,0.0435375,-0.3053842,0.1453613,0.0781972,-0.2739533,0.0994349,0.0623065,0.3663331,0.2997809,0.0668391,-0.2739533,0.0994349,0.0623065,0.3663331,0.2997809,0.0668391,35,37,39,41,43,45
-0.1356092,0.0805181,0.0200393,0.2813776,0.0719269,-0.1526026,-0.1675275,0.0762928,0.0476754,0.0421212,0.1659196,0.388416,-0.1675275,0.0762928,0.0476754,0.0421212,0.1659196,0.388416,40,42,44,46,48,50
-0.0778659,0.3982744,-0.1214123,-0.0804949,0.1642218,0.119092,-0.2617539,-0.2215338,-0.1696597,0.0178594,0.1991061,-0.035369,-0.2617539,-0.2215338,-0.1696597,0.0178594,0.1991061,-0.035369,39,41,43,45,47,49
-0.4773492,-0.456628,0.0177144,0.091772,-0.3536941,-0.6913882,-0.4639017,-0.4331629,-0.0997097,0.1425025,-0.0954728,-0.2547527,-0.4639017,-0.4331629,-0.0997097,0.1425025,-0.0954728,-0.2547527,27,29,31,33,35,37
-0.7765476,-0.7628921,-0.8181308,-0.1340697,-0.4398441,-0.2012291,-0.020028,-0.3774938,-0.3790559,0.0812042,0.1955081,0.1427595,-0.020028,-0.3774938,-0.3790559,0.0812042,0.1955081,0.1427595,29,31,33,35,37,39
-0.2467337,0.2979802,0.4198503,0.4632482,0.4269942,0.418394,-0.1020542,-0.2098432,-0.3220029,-0.4067493,-0.1673427,-0.1728168,-0.1020542,-0.2098432,-0.3220029,-0.4067493,-0.1673427,-0.1728168,38,40,42,44,46,48
0.4882684,0.4443831,0.3314539,0.2493949,0.3204523,0.4004876,-0.1773873,-0.167718,-0.2746977,0.1588038,0.1274086,-0.2765487,-0.1773873,-0.167718,-0.2746977,0.1588038,0.1274086,-0.2765487,39,41,43,45,47,49
-0.3885952,-0.3511864,-0.3378397,-0.2379089,-0.2497326,-0.2335593,0.1032702,-0.1056522,0.0261762,0.0830695,0.3480307,0.241338,0.1032702,-0.1056522,0.0261762,0.0830695,0.3480307,0.241338,36,38,40,42,44,46
0.3913003,0.3203927,-1.771045,0.3911572,0.3560766,0.3121179,-0.3301746,-0.1885768,-0.4126579,0.2052,0.3108822,0.415327,-0.3301746,-0.1885768,-0.4126579,0.2052,0.3108822,0.415327,25,27,29,31,33,35
-0.0076747,0.0814639,0.0847297,0.2054725,0.3906989,0.3032765,-0.5488671,-0.0299857,-0.4113244,-0.1022071,-0.2506303,-0.4705647,-0.5488671,-0.0299857,-0.4113244,-0.1022071,-0.2506303,-0.4705647,47,49,51,53,55,57
-0.4510898,-0.0544015,0.0238216,-0.4810126,0.1427088,0.3626338,-0.5847002,-0.0735052,0.105547,-0.0799569,0.3090622,0.0221073,-0.5847002,-0.0735052,0.105547,-0.0799569,0.3090622,0.0221073,27,29,31,33,35,37
0.2613863,0.3340265,0.5177233,-0.0447778,0.995412,-0.7377251,0.4435174,0.6479479,0.8237368,0.4474489,1.388981,0.5190651,0.4435174,0.6479479,0.8237368,0.4474489,1.388981,0.5190651,34,36,38,40,42,44
0.2118061,0.3249647,0.3978569,0.4026243,-0.5155552,-1.761858,-0.2845853,-0.3988737,-0.2689623,-0.0504755,-0.1413177,-0.0800618,-0.2845853,-0.3988737,-0.2689623,-0.0504755,-0.1413177,-0.0800618,47,49,51,53,55,57
-0.1516074,-0.1167096,-0.0606666,-0.0287591,-0.0355578,-0.051566,-0.2646266,-0.2846432,-0.1307513,0.1549825,0.0764694,-0.0210408,-0.2646266,-0.2846432,-0.1307513,0.1549825,0.0764694,-0.0210408,45,47,49,51,53,55
0.0645853,-0.278902,-0.0105862,-0.0589043,0.0880655,0.0585473,-0.0983539,0.320224,0.514801,0.1348604,0.8205497,0.4297979,-0.0983539,0.320224,0.514801,0.1348604,0.8205497,0.4297979,43,45,47,49,51,53
-0.1871903,-0.2695085,-0.1378443,-0.1384661,-0.0706163,-0.1596263,-0.0065917,0.0073975,0.446128,0.1247137,0.1977288,0.0744436,-0.0065917,0.0073975,0.446128,0.1247137,0.1977288,0.0744436,38,40,42,44,46,48
-0.533312,-0.1746577,-0.3253744,-0.4331138,0.3303883,-0.0306508,-0.3140001,0.1776878,-0.2019957,-0.2117109,0.2365179,-0.0696433,-0.3140001,0.1776878,-0.2019957,-0.2117109,0.2365179,-0.0696433,29,31,33,35,37,39
-0.0599669,0.0125764,-0.2358042,-0.0453279,-0.1423963,2.179482,-0.3744407,-0.5183128,-0.1237597,0.1463383,0.0342334,-0.2667014,-0.3744407,-0.5183128,-0.1237597,0.1463383,0.0342334,-0.2667014,40,42,44,46,48,50
-1.308926,-0.039482,0.0434363,0.0658744,0.329786,2.504422,0.17792,-0.0265137,0.0549826,0.1608815,0.2030127,0.2319557,0.17792,-0.0265137,0.0549826,0.1608815,0.2030127,0.2319557,38,40,42,44,46,48
-0.774181,-0.220575,-0.4807097,-0.3553635,-0.1726815,-0.1340978,-0.2476642,-0.3467459,-0.4389967,-0.378344,-0.1770834,-0.0355534,-0.2476642,-0.3467459,-0.4389967,-0.378344,-0.1770834,-0.0355534,45,47,49,51,53,55
-0.0432971,0.2096116,0.1053063,0.0764747,0.0786766,-0.6497722,-0.2230649,-0.3397183,-0.4425817,-0.0642749,-0.0529841,0.2350533,-0.2230649,-0.3397183,-0.4425817,-0.0642749,-0.0529841,0.2350533,50,52,54,56,58,60
-0.1284874,-0.0160645,0.0172073,0.055402,-0.1646717,-0.2537554,-0.5458683,0.1072727,-0.3598007,-0.1606163,-0.3300728,-0.3335518,-0.5458683,0.1072727,-0.3598007,-0.1606163,-0.3300728,-0.3335518,40,42,44,46,48,50
-0.1665254,-0.0994159,0.1027037,0.2001092,0.3967482,0.2838408,0.249523,0.3728414,-0.0054579,-0.2212601,0.0398626,0.0486183,0.249523,0.3728414,-0.0054579,-0.2212601,0.0398626,0.0486183,45,47,49,51,53,55
0.0898269,0.1872609,0.1374992,0.0272592,0.4494861,0.4659637,-0.3119674,-0.2275348,-0.0102658,0.0090251,0.0160575,0.0082259,-0.3119674,-0.2275348,-0.0102658,0.0090251,0.0160575,0.0082259,30,32,34,36,38,40
-1.911721,-0.3179691,-0.0088919,0.5798685,0.6483318,0.5699922,0.2540818,-0.0187138,0.0601369,0.3981324,0.3712455,0.2366735,0.2540818,-0.0187138,0.0601369,0.3981324,0.3712455,0.2366735,48,50,52,54,56,58
-0.4245767,-0.3256775,-0.2442585,-0.2736574,-0.1628347,-0.2022436,-0.6012707,-0.5134338,-0.4892581,-0.4932302,-0.5062612,-0.3215035,-0.6012707,-0.5134338,-0.4892581,-0.4932302,-0.5062612,-0.3215035,44,46,48,50,52,54
0.0352112,0.0699106,0.0897701,0.2007313,0.3271915,0.2610886,0.3618128,0.0114431,0.0587311,0.7649471,0.5710469,0.0370014,0.3618128,0.0114431,0.0587311,0.7649471,0.5710469,0.0370014,42,44,46,48,50,52
0.5969221,0.6613619,-0.0431773,0.6377704,0.6546199,0.5775592,-0.4431389,-0.2284448,0.0800861,0.2764302,0.0825502,0.1035148,-0.4431389,-0.2284448,0.0800861,0.2764302,0.0825502,0.1035148,41,43,45,47,49,51
-0.1522014,-0.2168643,-0.1813541,-0.1610915,-0.1421289,-0.7861461,0.2219675,0.1593626,0.3214379,0.5928941,-0.2053503,-0.4935011,0.2219675,0.1593626,0.3214379,0.5928941,-0.2053503,-0.4935011,26,28,30,32,34,36
0.2092151,0.2596692,0.0534057,-1.179965,-0.7419292,-0.2836772,0.1225751,0.1439965,0.0398639,-0.2173955,-0.3771493,-0.2886331,0.1225751,0.1439965,0.0398639,-0.2173955,-0.3771493,-0.2886331,44,46,48,50,52,54
0.7710526,0.8375075,0.8448746,-0.1713445,-0.4366652,-0.058913,0.4623843,0.3990031,0.4197322,0.4836894,0.0765264,0.2284804,0.4623843,0.3990031,0.4197322,0.4836894,0.0765264,0.2284804,49,51,53,55,57,59
0.2058751,0.3115499,-0.1162626,-0.0152047,0.2777336,0.2457801,0.1928598,-0.1160583,-0.1190349,0.2906562,0.1141432,0.3412758,0.1928598,-0.1160583,-0.1190349,0.2906562,0.1141432,0.3412758,38,40,42,44,46,48
0.0656429,0.0789448,-0.110879,-0.1330271,-0.5398445,-0.4617309,-0.1764376,-0.1637309,-0.0682788,0.2197404,0.4510322,0.0578274,-0.1764376,-0.1637309,-0.0682788,0.2197404,0.4510322,0.0578274,46,48,50,52,54,56
0.0449026,0.2040721,-0.0036754,-0.0745153,0.1576682,0.0402001,-0.7732549,-0.7087135,-0.5547037,-0.2474632,-0.2928896,-0.5918751,-0.7732549,-0.7087135,-0.5547037,-0.2474632,-0.2928896,-0.5918751,34,36,38,40,42,44
0.0713097,0.1649118,0.1063524,0.0505863,0.0735436,0.2331122,-0.0179929,-0.2595062,0.2862959,0.0402648,0.4017733,0.534715,-0.0179929,-0.2595062,0.2862959,0.0402648,0.4017733,0.534715,36,38,40,42,44,46
0.0468228,0.4124904,-0.2303377,0.2661572,0.0601343,0.3064674,-0.2703865,0.1756537,0.1189765,0.2825124,0.0457549,-0.1440311,-0.2703865,0.1756537,0.1189765,0.2825124,0.0457549,-0.1440311,40,42,44,46,48,50
0.577877,0.6428844,0.5514075,0.5089453,0.7377948,0.975543,-0.1985952,0.0750409,0.1621282,0.0096968,0.1107167,0.6217683,-0.1985952,0.0750409,0.1621282,0.0096968,0.1107167,0.6217683,37,39,41,43,45,47
-0.1082752,-0.028262,-0.0888714,-0.0159707,-0.3361731,-0.1111588,-0.3731061,-0.77341,-1.000123,-0.6782428,-1.001458,-1.089432,-0.3731061,-0.77341,-1.000123,-0.6782428,-1.001458,-1.089432,47,49,51,53,55,57
0.5267904,0.3856628,0.2330315,0.1089909,0.1263668,0.067775,-0.0489642,0.3312934,-0.319194,0.0561235,0.0383337,-0.0259821,-0.0489642,0.3312934,-0.319194,0.0561235,0.0383337,-0.0259821,50,52,54,56,58,60
-0.2513052,-0.2643397,-0.0910866,0.2199867,-0.3743403,-0.232898,-0.3922284,-0.2016622,-0.1204693,-0.1082126,0.1236828,0.0506933,-0.3922284,-0.2016622,-0.1204693,-0.1082126,0.1236828,0.0506933,25,27,29,31,33,35
0.3180841,0.4759734,-0.2091569,-0.6577339,-0.1249647,-0.1184053,-0.2920538,-0.0233765,-0.1538512,0.3998782,0.0154959,0.0901219,-0.2920538,-0.0233765,-0.1538512,0.3998782,0.0154959,0.0901219,50,52,54,56,58,60
0.2877801,0.0264339,-2.110358,0.186349,0.4879942,0.3158207,0.2991204,0.1846774,0.4099316,-0.0175965,-0.1457527,-0.5046804,0.2991204,0.1846774,0.4099316,-0.0175965,-0.1457527,-0.5046804,42,44,46,48,50,52
0.2345511,0.3849714,0.4320875,0.1819207,0.6222771,0.4957572,-0.023461,0.3713297,0.0774213,0.2232266,0.2722561,0.2630367,-0.023461,0.3713297,0.0774213,0.2232266,0.2722561,0.2630367,39,41,43,45,47,49
-0.2286541,-0.086283,0.0613525,-0.1938678,0.1420626,0.4885935,-0.3450707,-0.190822,-0.1520662,-0.0484676,-0.1182025,-0.0464859,-0.3450707,-0.190822,-0.1520662,-0.0484676,-0.1182025,-0.0464859,35,37,39,41,43,45
0.1146487,0.1442079,0.0754098,0.272746,0.7182149,0.2397003,-0.1916297,-0.0487073,-0.1113142,0.0493256,0.4348294,0.2742809,-0.1916297,-0.0487073,-0.1113142,0.0493256,0.4348294,0.2742809,46,48,50,52,54,56
0.3307499,0.3392128,0.2813343,0.1009373,0.2895731,0.2801327,-0.7914084,-0.3691662,-0.1700743,-0.016732,-0.1206587,0.0136892,-0.7914084,-0.3691662,-0.1700743,-0.016732,-0.1206587,0.0136892,46,48,50,52,54,56
-0.4751188,-1.083053,-0.5506735,-0.6490418,-0.5775471,-0.0487223,-0.0673515,-0.4260441,-0.69466,-0.0387264,-0.0875061,0.1888089,-0.0673515,-0.4260441,-0.69466,-0.0387264,-0.0875061,0.1888089,37,39,41,43,45,47
-0.0815413,0.0919753,0.0798483,0.0732089,0.0362786,-0.2477361,-0.0673855,0.1505272,-0.0682847,0.1898386,0.2285125,-0.200579,-0.0673855,0.1505272,-0.0682847,0.1898386,0.2285125,-0.200579,49,51,53,55,57,59
0.2204227,0.0961539,0.2632235,0.2578749,0.1451773,-0.3148902,-0.1438133,0.1196498,0.0465605,0.473341,0.57411,0.4951195,-0.1438133,0.1196498,0.0465605,0.473341,0.57411,0.4951195,45,47,49,51,53,55
-0.291371,-0.2602021,-1.142733,0.006704,-0.0443777,0.0378772,-0.5407461,-0.1473735,-0.2606761,-0.1986176,0.1925367,0.0858703,-0.5407461,-0.1473735,-0.2606761,-0.1986176,0.1925367,0.0858703,39,41,43,45,47,49
-0.316523,-0.1942228,-0.1249441,-0.1363033,-0.0901455,-0.1363615,-0.8065385,-0.6956147,-0.3940705,-0.3183278,-0.3104972,-0.7248181,-0.8065385,-0.6956147,-0.3940705,-0.3183278,-0.3104972,-0.7248181,39,41,43,45,47,49
-0.1575385,-0.7325296,-0.8879688,-0.8859242,-0.8905895,-0.8863848,0.1166077,0.5952293,1.140072,0.8733879,0.8462225,0.3713557,0.1166077,0.5952293,1.140072,0.8733879,0.8462225,0.3713557,44,46,48,50,52,54
0.0501979,0.4460194,0.3525364,0.3599971,0.403271,0.3428403,-0.3442838,0.0716788,0.1924082,-0.1292988,0.2057568,-0.2393505,-0.3442838,0.0716788,0.1924082,-0.1292988,0.2057568,-0.2393505,50,52,54,56,58,60
0.7114498,1.742629,0.6811806,0.9258981,0.9561401,1.711361,0.4116944,0.2400976,0.1581973,0.7956988,0.9311091,0.6628176,0.4116944,0.2400976,0.1581973,0.7956988,0.9311091,0.6628176,34,36,38,40,42,44
1.340668,1.26325,2.68323,2.026856,2.569462,2.594087,0.8895311,0.9268509,1.018605,1.282757,1.534933,1.521926,0.8895311,0.9268509,1.018605,1.282757,1.534933,1.521926,45,47,49,51,53,55
0.4296848,0.110552,0.2163393,-0.0431543,0.2281154,-0.0009998,0.1614703,-0.0716519,0.1232439,0.6797187,0.6191406,0.4605559,0.1614703,-0.0716519,0.1232439,0.6797187,0.6191406,0.4605559,46,48,50,52,54,56
1.34669,0.9513167,0.880909,-0.1556387,1.146199,0.7245896,0.3418318,0.8241304,0.8864693,1.041674,1.104687,0.3929748,0.3418318,0.8241304,0.8864693,1.041674,1.104687,0.3929748,40,42,44,46,48,50
-0.0926508,0.475744,0.2762544,0.2359483,0.2677304,0.3111693,-0.7132062,-0.2040927,-0.1569666,-0.4340691,-0.3166317,-0.4092507,-0.7132062,-0.2040927,-0.1569666,-0.4340691,-0.3166317,-0.4092507,48,50,52,54,56,58
-0.0466375,0.1754937,0.0783942,-0.3351761,-0.2052524,-0.3109205,-0.0015952,0.2190953,0.3364939,0.2965635,0.2056568,0.0208862,-0.0015952,0.2190953,0.3364939,0.2965635,0.2056568,0.0208862,49,51,53,55,57,59
0.4149171,0.1311539,0.1682623,0.4683226,0.5764654,-0.4466574,-0.4265754,-0.2114748,0.3644348,-0.0914902,0.1619831,0.5137717,-0.4265754,-0.2114748,0.3644348,-0.0914902,0.1619831,0.5137717,27,29,31,33,35,37
-0.2594216,-0.0691597,-0.2040732,-0.5048535,-0.578665,-0.6265318,-0.380427,-0.209045,0.002622,-0.0745483,0.2513317,-0.2352034,-0.380427,-0.209045,0.002622,-0.0745483,0.2513317,-0.2352034,44,46,48,50,52,54
0.2538098,0.4008444,0.2727944,0.0760581,0.3567359,0.4116036,-0.06924,0.1616874,0.2397293,0.3531154,0.4581007,0.4607519,-0.06924,0.1616874,0.2397293,0.3531154,0.4581007,0.4607519,28,30,32,34,36,38
-0.7063661,-0.7286011,0.1734425,0.1789843,0.3919331,0.3514183,-0.5632355,-0.2108748,-0.2119371,-0.1623051,0.1015909,0.1041886,-0.5632355,-0.2108748,-0.2119371,-0.1623051,0.1015909,0.1041886,30,32,34,36,38,40
-0.4188638,-0.4312101,-0.3208042,0.0117468,-0.005693,-0.3212314,-0.3971863,-0.3129454,-0.2748957,-0.2721463,0.1571216,-0.1833147,-0.3971863,-0.3129454,-0.2748957,-0.2721463,0.1571216,-0.1833147,32,34,36,38,40,42
0.4086107,0.1785744,0.2588403,0.4575477,0.4953371,0.6018224,0.2242627,0.3239243,-0.0247138,0.3812446,0.2963161,0.5182371,0.2242627,0.3239243,-0.0247138,0.3812446,0.2963161,0.5182371,41,43,45,47,49,51
-0.7019088,-0.6886289,-0.1917035,-0.5729954,-0.4954333,-0.2405696,-0.160748,-0.3743491,-0.0953057,-0.3078029,0.0220975,0.3973055,-0.160748,-0.3743491,-0.0953057,-0.3078029,0.0220975,0.3973055,38,40,42,44,46,48
-0.112871,0.6549045,0.2423956,0.293791,0.2535183,0.1295759,0.1094291,0.1665189,0.2807157,0.5911281,0.3639092,0.2756914,0.1094291,0.1665189,0.2807157,0.5911281,0.3639092,0.2756914,28,30,32,34,36,38
0.960134,0.4949249,-0.2730328,0.0317041,-0.7299069,-0.3480204,0.0725029,-0.1458506,0.0552183,0.122994,-0.0468278,-0.1365523,0.0725029,-0.1458506,0.0552183,0.122994,-0.0468278,-0.1365523,32,34,36,38,40,42
-0.2545669,-0.0125186,0.192507,0.4490353,0.1518663,-0.0935513,-0.5107552,-0.051413,-0.1956953,-0.3685455,0.1391418,-0.1839983,-0.5107552,-0.051413,-0.1956953,-0.3685455,0.1391418,-0.1839983,45,47,49,51,53,55
0.0471263,0.3880554,0.5167804,0.4560514,0.5689694,0.5255143,0.2678156,0.2636929,0.4496146,0.5200288,0.4162778,0.2482604,0.2678156,0.2636929,0.4496146,0.5200288,0.4162778,0.2482604,36,38,40,42,44,46
